Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Chen, J., Schwarz, E.","57192190197; 57197073681","Opportunities and challenges of multiplex assays: A machine learning perspective",2017,"Methods in Molecular Biology",1546,"",,115,122,,3,10.1007/978-1-4939-6730-8_7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85000866175&partnerID=40&md5=9b345a8a06559480cffbdfd9228490f1",Book Chapter,Final,,Scopus,2-s2.0-85000866175
"Tapiero, C.S.","7003368900","Data science and intelligence",2017,"Risk and Decision Analysis",6,"4",,291,298,,,10.3233/RDA-180133,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85048146942&partnerID=40&md5=2437666c93f841cb23bf269bd95fb546",Article,Final,,Scopus,2-s2.0-85048146942
"Gao, Y., Das, S., Fowler, P.J.","57201777383; 55476999400; 24463988400","Homelessness service provision: A data science perspective",2017,"AAAI Workshop - Technical Report",WS-17-01 - WS-17-15,"",,20,24,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85046080978&partnerID=40&md5=186cd69e16718539f7e4c28da082b8c5",Conference Paper,Final,,Scopus,2-s2.0-85046080978
"Tugay, R., Ögüdücü, S.G.","57195634222; 12242271400","Demand prediction using machine learning methods and stacked generalization",2017,"DATA 2017 - Proceedings of the 6th International Conference on Data Science, Technology and Applications",,"",,216,222,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029410871&partnerID=40&md5=3dbfd33cf33fc7a7eff21c334486e45d",Conference Paper,Final,,Scopus,2-s2.0-85029410871
"Zodi, Z.","56940952100","Law and legal science in the age of Big Data",2017,"Intersections (Hungary)",3,"2",,69,87,,,10.17356/ieejsp.v3i2.324,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047661383&partnerID=40&md5=a96c01240f9b5a9a42d9fba35acfb3cb",Article,Final,Open Access,Scopus,2-s2.0-85047661383
"Verbruggen, G., De Raedt, L.","57198770356; 55760010700","Towards automating relational data wrangling",2017,"CEUR Workshop Proceedings",1998,"",,,,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85037032384&partnerID=40&md5=ba3945e9beca3396c89337b36047991f",Conference Paper,Final,,Scopus,2-s2.0-85037032384
"Periwal, V., Scaria, V.","55035098500; 8876981800","Machine learning approaches toward building predictive models for small molecule modulators of miRNA and its utility in virtual screening of molecular databases",2017,"Methods in Molecular Biology",1517,"",,155,168,,,10.1007/978-1-4939-6563-2_11,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85006063500&partnerID=40&md5=4cec4bf5a0c5dabbe7e2cc60a15a19c1",Book Chapter,Final,,Scopus,2-s2.0-85006063500
"Quemy, A.","56560057300","Data science techniques for law and justice: Current state of research and open problems",2017,"Communications in Computer and Information Science",767,"",,302,312,,,10.1007/978-3-319-67162-8_30,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029790396&partnerID=40&md5=12e9ebc7039757c340874f2caa00ab3c",Conference Paper,Final,,Scopus,2-s2.0-85029790396
"Samui, P., Roy, S.S., Balas, V.E.","23991408700; 55476505900; 9279071000","Handbook of Neural Computation",2017,"Handbook of Neural Computation",,"",,1,630,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032363159&partnerID=40&md5=4743093e9581e4d5059b88bc267909bf",Book,Final,,Scopus,2-s2.0-85032363159
"Xiong, M.","7102692781","Big data in omics and imaging: Association analysis",2017,"Big Data in Omics and Imaging: Association Analysis",,"",,1,668,,1,10.1201/9781315370507,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85053087557&partnerID=40&md5=c8bb24d977cf3999cfc6a64c298ffdfe",Book,Final,,Scopus,2-s2.0-85053087557
"Popovic, J.R.","57189097491","Distributed data networks: a blueprint for Big Data sharing and healthcare analytics",2017,"Annals of the New York Academy of Sciences",1387,"1",,105,111,,4,10.1111/nyas.13287,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85004011522&partnerID=40&md5=c5d5df7570bbf5122f41a8b0b77d842a",Article,Final,,Scopus,2-s2.0-85004011522
"Abidin, D., Öztörk, Ö., Öztörk, T.O.","54400874600; 57200013164; 57200013016","Using data mining for makam recognition in Turkish traditional art music | Klasik Törk möziǧinde makam tanima için veri madenciliǧi kullanimi",2017,"Journal of the Faculty of Engineering and Architecture of Gazi University",32,"4",,1221,1232,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85038884555&partnerID=40&md5=d3ac70060118f8d9f7e19bcf806d5ad4",Article,Final,,Scopus,2-s2.0-85038884555
"Leung, M.T., Pan, S., Sun, M.","23489645300; 57197713805; 7403181421","A review of data analytic methods and their applications in E-commerce research",2017,"Electronic Commerce: Technologies, Challenges and Future Prospects",,"",,1,80,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85034073867&partnerID=40&md5=0533d11908baf3ef668a4337c6b08f73",Book Chapter,Final,,Scopus,2-s2.0-85034073867
"Wang, Q., Luo, Z., Huang, J., Feng, Y., Liu, Z.","57193361768; 57193355658; 9337816300; 35114710600; 36062915400","A novel ensemble method for imbalanced data learning: Bagging of extrapolation-SMOTE SVM",2017,"Computational Intelligence and Neuroscience",2017,"", 1827016,,,,26,10.1155/2017/1827016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013296072&partnerID=40&md5=dc4b844d0cdc77be7786073e67d81932",Article,Final,Open Access,Scopus,2-s2.0-85013296072
"Alruhaily, N., Bordbar, B., Chothia, T.","57189266754; 8697044300; 13104730400","Towards an understanding of the misclassification rates of machine learning-based malware detection systems",2017,"ICISSP 2017 - Proceedings of the 3rd International Conference on Information Systems Security and Privacy",2017-January,"",,101,112,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049078445&partnerID=40&md5=61c7c0931b0a9a7a11bddaabf8df4235",Conference Paper,Final,,Scopus,2-s2.0-85049078445
"Preza, J.L.","57073895600","Data science and analytics in libraries | Data science und datenanalytik in bibliotheken",2017,"VOEB-Mitteilungen",70,"2",,244,248,,,10.5281/zenodo.375809,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029452735&partnerID=40&md5=f459963b9e734dc76be31aea225b8345",Article,Final,,Scopus,2-s2.0-85029452735
"Williams, G.J.","12241494000","The essentials of data science: Knowledge discovery using R",2017,"The Essentials of Data Science: Knowledge Discovery Using R",,"",,1,322,,,10.1201/9781315151458,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058598592&partnerID=40&md5=ed9301dc970abafd242731b82cd05483",Book,Final,,Scopus,2-s2.0-85058598592
"Christodoulou, P., Christoforou, A., Andreou, A.S.","56037696800; 57188725962; 7005074421","A hybrid prediction model integrating Fuzzy Cognitive Maps with Support Vector Machines",2017,"ICEIS 2017 - Proceedings of the 19th International Conference on Enterprise Information Systems",1,"",,554,564,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85022215012&partnerID=40&md5=1ed2ff58f2c0db1959927c6041feaae7",Conference Paper,Final,,Scopus,2-s2.0-85022215012
"Fan, C., Xiao, F., Zhao, Y.","56102445200; 57203328269; 55443372800","A short-term building cooling load prediction method using deep learning algorithms",2017,"Applied Energy",195,"",,222,233,,109,10.1016/j.apenergy.2017.03.064,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015712839&partnerID=40&md5=762bc8f8cd9a7a641c3825334cc3e39d",Article,Final,,Scopus,2-s2.0-85015712839
"De Jong, J.T.A., Verdoes Kleijn, G.A., Erben, T., Hildebrandt, H., Kuijken, K., Sikkema, G., Brescia, M., Bilicki, M., Napolitano, N.R., Amaro, V., Begeman, K.G., Boxhoorn, D.R., Buddelmeijer, H., Cavuoti, S., Getman, F., Grado, A., Helmich, E., Huang, Z., Irisarri, N., La Barbera, F., Longo, G., McFarland, J.P., Nakajima, R., Paolillo, M., Puddu, E., Radovich, M., Rifatto, A., Tortora, C., Valentijn, E.A., Vellucci, C., Vriend, W.-J., Amon, A., Blake, C., Choi, A., Conti, I.F., Gwyn, S.D.J., Herbonnet, R., Heymans, C., Hoekstra, H., Klaes, D., Merten, J., Miller, L., Schneider, P., Viola, M.","15830931300; 6603196124; 6602464203; 8833942900; 7003478641; 15042910400; 7004168457; 24767518700; 6602116553; 57190304012; 6504482952; 6603408971; 36727086600; 54924573500; 6505792965; 6602534264; 54399861300; 55778840800; 56801851800; 6602863360; 25628098500; 7103027319; 8764087600; 6701705206; 56147103500; 56187440700; 6506523030; 55929371000; 6701439004; 57050282500; 10043757900; 56992732400; 7102960950; 56511267600; 56678539200; 6602694835; 55974501900; 6701712657; 7102513091; 56898872000; 26664882600; 7404986777; 7402107060; 15841226500","The third data release of the Kilo-Degree Survey and associated data products",2017,"Astronomy and Astrophysics",604,"", A134,,,,57,10.1051/0004-6361/201730747,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028420464&partnerID=40&md5=bcf31f58ad71795655e51e7ce61ec94c",Article,Final,Open Access,Scopus,2-s2.0-85028420464
"Peysakhovich, A., Naecker, J.","55258497600; 57192676217","Using methods from machine learning to evaluate behavioral models of choice under risk and ambiguity",2017,"Journal of Economic Behavior and Organization",133,"",,373,384,,4,10.1016/j.jebo.2016.08.017,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85007331562&partnerID=40&md5=d067adf2992309c06290322a590bd013",Article,Final,,Scopus,2-s2.0-85007331562
"Soares, A., Renso, C., Matwin, S.","57195917148; 6602915124; 7003305494","Analytic: An active learning system for trajectory classification",2017,"IEEE Computer Graphics and Applications",37,"5", 8047427,28,39,,6,10.1109/MCG.2017.3621221,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030114581&partnerID=40&md5=112326ebaa711ae811837576178cd054",Article,Final,,Scopus,2-s2.0-85030114581
"Demir, M.C., Sulubulut, M.K., Aral, A.","57203255790; 57197831812; 6602290551","Turkish corpus on health sciences | Saǧlik Bilimleri Türkçe Derlemi",2017,"CEUR Workshop Proceedings",1980,"",,304,311,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85035145229&partnerID=40&md5=f6f3d5337009d6269a6e362d7c0fac8b",Conference Paper,Final,,Scopus,2-s2.0-85035145229
"Gorriz, J.M., Ramirez, J., Suckling, J., Illan, I.A., Ortiz, A., Martinez-Murcia, F.J., Segovia, F., Salas-Gonzalez, D., Wang, S.","7004736801; 57191694395; 7004124496; 55251085600; 18434650900; 55062058300; 26424738700; 23101090600; 36544650700","Case-Based Statistical Learning: A Non-Parametric Implementation with a Conditional-Error Rate SVM",2017,"IEEE Access",5,"", 7945239,11468,11478,,15,10.1109/ACCESS.2017.2714579,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026915858&partnerID=40&md5=528367e9b407bfa27b772bd351d8d193",Article,Final,Open Access,Scopus,2-s2.0-85026915858
"Benavides-Prado, D.","57196118661","A framework for long-term learning systems",2017,"IJCAI International Joint Conference on Artificial Intelligence",,"",,5167,5168,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031899358&partnerID=40&md5=2bdca12a17a2463aa9d2b9acbecf2cec",Conference Paper,Final,,Scopus,2-s2.0-85031899358
"Latif, M.A., Adnan, M.","57197001732; 18435960600","Analysis of wireless traffic data through machine learning",2017,"Advances in Science, Technology and Engineering Systems",2,"3",,865,871,,,10.25046/aj0203107,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85069462449&partnerID=40&md5=b1d45df85c8cb6365756eeddec444d57",Article,Final,Open Access,Scopus,2-s2.0-85069462449
"Sismanis, P.","6602237265","Using data-science models to predict technological factors affecting the mechanical properties of flat products",2017,"Journal of Chemical Technology and Metallurgy",52,"2",,299,313,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014088705&partnerID=40&md5=83de7a3170e80fa660858110195d7df3",Article,Final,,Scopus,2-s2.0-85014088705
"Murari, A., Peluso, E., Talebzadeh, S., Gaudio, P., Lungaroni, M., Mikulin, O., Vega, J., Gelfusa, M.","7003718539; 55363201400; 8534170500; 6701549879; 56433587400; 55890466400; 14036460400; 12645309400","Deriving realistic mathematical models from support vector machines for scientific applications",2017,"IC3K 2017 - Proceedings of the 9th International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",1,"",,102,113,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85055709554&partnerID=40&md5=62c184c9eb44be889bcfd1c280ee60b5",Conference Paper,Final,,Scopus,2-s2.0-85055709554
"Rafferty, J., Synnott, J., Ennis, A., Nugent, C., McChesney, I., Cleland, I.","55780577900; 35753824500; 55909694800; 7007042892; 6602209993; 36975166900","SensorCentral: A research oriented, device agnostic, sensor data platform",2017,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",10586 LNCS,"",,97,108,,4,10.1007/978-3-319-67585-5_11,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031406712&partnerID=40&md5=222b102fde18d45ab3c11dc0518dedf2",Conference Paper,Final,,Scopus,2-s2.0-85031406712
"Canals, A., López-Borrull, A.","7005977499; 52563880600","Big data for scientific knowledge",2017,"Proceedings of the European Conference on Knowledge Management, ECKM",1,"",,197,205,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85035313382&partnerID=40&md5=25f3ccd629a8a79ffe31d9012d075216",Conference Paper,Final,,Scopus,2-s2.0-85035313382
"Jidiga, G.R., Sammulal, P.","56046360300; 26639833500","Anomaly detection using new tracing tricks on program executions and analysis of system data",2017,"Advances in Intelligent Systems and Computing",507,"",,389,399,,,10.1007/978-981-10-2471-9_38,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85007299899&partnerID=40&md5=361a4e860babbd228ab5c2334addba22",Conference Paper,Final,,Scopus,2-s2.0-85007299899
"Friedjungová, M., Jiřina, M.","57195640928; 55927297000","Asymmetric heterogeneous transfer learning: A survey",2017,"DATA 2017 - Proceedings of the 6th International Conference on Data Science, Technology and Applications",,"",,17,27,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029412613&partnerID=40&md5=e9020fe91aba57b86f1d68dfb236754e",Conference Paper,Final,,Scopus,2-s2.0-85029412613
"Wen, M., Liu, W., Hu, C.","55463678000; 52564031500; 56440522300","A heterogeneous multimodal object recognition strategy of the massive network data flow",2017,"Jisuanji Yanjiu yu Fazhan/Computer Research and Development",54,"1",,71,79,,,10.7544/issn1000-1239.2017.20150707,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016623929&partnerID=40&md5=431ffe98e228fb091c2d67c9c437981b",Article,Final,,Scopus,2-s2.0-85016623929
"Heap, B., Krzywicki, A., Schmeidl, S., Wobcke, W., Bain, M.","54784195800; 15769668700; 6507960067; 12759811700; 7006174669","A joint human/machine process for coding events and conflict drivers",2017,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",10604 LNAI,"",,639,654,,2,10.1007/978-3-319-69179-4_45,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85033701666&partnerID=40&md5=bcfd0761723df72b43de0cd01e4a9ba2",Conference Paper,Final,,Scopus,2-s2.0-85033701666
"Gurusamy, R., Subramaniam, V.","57197856674; 57197856619","A machine learning approach for MRI brain tumor classification",2017,"Computers, Materials and Continua",53,"2",,91,109,,34,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85035343352&partnerID=40&md5=86714769b577887f544de96d90bac71c",Article,Final,,Scopus,2-s2.0-85035343352
"Morales, L., Cepeda, J.","57195618681; 54683741500","Feature extraction from sEMG of forearm muscles, performance analysis of neural networks and support vector machines for movement classification",2017,"ICINCO 2017 - Proceedings of the 14th International Conference on Informatics in Control, Automation and Robotics",1,"",,254,261,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029329184&partnerID=40&md5=f53b1c191cf8e49125412b72a69f3383",Conference Paper,Final,,Scopus,2-s2.0-85029329184
"Banjar, H., Adelson, D., Brown, F., Chaudhri, N.","57192808599; 7003459541; 57192815587; 16229539800","Intelligent techniques using molecular data analysis in leukaemia: An opportunity for personalized medicine support system",2017,"BioMed Research International",2017,"", 3587309,,,,2,10.1155/2017/3587309,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027379882&partnerID=40&md5=26d6568cb29db859b807654cf4fe1d69",Review,Final,Open Access,Scopus,2-s2.0-85027379882
"Sommer, M., Hähner, J.","57188580650; 20436196300","Learning classifier systems for road traffic congestion detection",2017,"VEHITS 2017 - Proceedings of the 3rd International Conference on Vehicle Technology and Intelligent Transport Systems",,"",,142,150,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85024390309&partnerID=40&md5=4974dd8bee9b1c96dfaf78d69de1625a",Conference Paper,Final,,Scopus,2-s2.0-85024390309
"Boukenze, B., Haqiq, A., Mousannif, H.","57192085724; 57200588162; 36802403100","Predicting chronic kidney failure disease using data mining techniques",2017,"Lecture Notes in Electrical Engineering",397,"",,701,712,,4,10.1007/978-981-10-1627-1_55,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84996848826&partnerID=40&md5=bce15c277adc36fa094c0ad98f7468e8",Conference Paper,Final,,Scopus,2-s2.0-84996848826
"Indira Priyadarsini, P., Vrnssv Sai Leela, P., Kiran Kumar, M.","57201057928; 57202080240; 56583176800","Chock a block survey on dimensionality reduction methods",2017,"Journal of Advanced Research in Dynamical and Control Systems",9,"",,884,902,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047092249&partnerID=40&md5=a2abffea0c807e13db95a0d25820d7f9",Article,Final,,Scopus,2-s2.0-85047092249
"Ligier, D., Carpov, S., Fontaine, C., Sirdey, R.","57194700813; 36185179600; 7102621476; 16480839400","Privacy preserving data classification using inner product encryption",2017,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST",198 LNICST,"",,755,757,,,10.1007/978-3-319-59608-2_44,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021744589&partnerID=40&md5=8d214bf1409824acf5f525c4b4b9e637",Conference Paper,Final,,Scopus,2-s2.0-85021744589
"Heras-Martínez, A., Bousoño-Calzón, C., Tolmos Rodríguez-Piñero, P.","6506124571; 6602452661; 57041202300","Prediction of claims and selection of risk factors in automobile insurance using support vector machines, genetic algorithms and classification trees",2017,"Mathematical Research Summaries",2,"",,37,38,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85035073302&partnerID=40&md5=6598d72f7266d45199faeb31f271a1c5",Book Chapter,Final,,Scopus,2-s2.0-85035073302
"Ru, B., Warner-Hillard, C., Ge, Y., Yao, L.","57189032154; 57016675800; 36105129200; 53868570800","Identifying serendipitous drug usages in patient forum data a feasibility study",2017,"HEALTHINF 2017 - 10th International Conference on Health Informatics, Proceedings; Part of 10th International Joint Conference on Biomedical Engineering Systems and Technologies, BIOSTEC 2017",5,"",,106,118,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85051707348&partnerID=40&md5=e3cf29088488ff5421961ce090919e48",Conference Paper,Final,,Scopus,2-s2.0-85051707348
"Costa, C., Santos, M.Y.","57190760644; 8407376200","A conceptual model for the professional profile of a data scientist",2017,"Advances in Intelligent Systems and Computing",570,"",,453,463,,1,10.1007/978-3-319-56538-5_46,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018586358&partnerID=40&md5=f6e055c095be81bb55909221d8b9170c",Conference Paper,Final,,Scopus,2-s2.0-85018586358
"Mehmood, A., On, B.-W., Lee, I., Choi, G.S.","57188669320; 8914056700; 15026799000; 9734383700","Prognosis essay scoring and article relevancy using multi-text features and machine learning",2017,"Symmetry",9,"1", 11,,,,4,10.3390/sym9010011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011694005&partnerID=40&md5=310d70544a070774fa051ef213d58ef9",Article,Final,Open Access,Scopus,2-s2.0-85011694005
"Hagerty, J., Stanley, R.J., Stoecker, W.V.","49663199700; 35502351900; 7004727792","Medical image processing in the age of deep learning is there still room for conventional medical image processing techniques?",2017,"VISIGRAPP 2017 - Proceedings of the 12th International Joint Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",4,"",,306,311,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85047867696&partnerID=40&md5=021751a341c86fb5b20c2e3e48f8ac79",Conference Paper,Final,,Scopus,2-s2.0-85047867696
"Kundu, K., Backofen, R.","55705271700; 6604065270","An efficient semi-supervised learning approach to predict SH2 domain mediated interactions",2017,"Methods in Molecular Biology",1555,"",,83,97,,,10.1007/978-1-4939-6762-9_6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009964429&partnerID=40&md5=a50bdab0f26ebaf2fe38cd0f918fdb59",Book Chapter,Final,,Scopus,2-s2.0-85009964429
"Senthilselvan, N., Subramaniyaswamy, V., Sekar, K.R.","57192073641; 54888993500; 55497370700","Information retrieval for biomedicine applications through linked open data based optimization model",2017,"Biomedical Research (India)",28,"18",,7867,7870,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85032037014&partnerID=40&md5=a320e3c3967dc4b91b8d65c77c6fb949",Article,Final,,Scopus,2-s2.0-85032037014
"Lei, S., Wang, C., Gong, L., Li, X., Wang, A., Zhou, X.","57193611878; 55935067300; 57203712634; 8554140800; 47062261100; 55918318500","Accelerators for classification algorithms in machine learning",2017,"High Performance Computing for Big Data: Methodologies and Applications",,"",,223,244,,,10.1201/b21235,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85052693108&partnerID=40&md5=9d1755a531cdf1789fe49c73dd313f35",Book Chapter,Final,,Scopus,2-s2.0-85052693108
"Baggag, A., Bensmail, H., Srivastava, J.","6505687292; 9238553100; 7102866191","Advanced computation of sparse precision matrices for big data",2017,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",10235 LNAI,"",,27,38,,,10.1007/978-3-319-57529-2_3,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018407886&partnerID=40&md5=02f4079559890804d1e72463bf5b358f",Conference Paper,Final,,Scopus,2-s2.0-85018407886
"Chaudhari, P., Agarwal, H.","57190967697; 56583780100","Progressive review towards deep learning techniques",2017,"Advances in Intelligent Systems and Computing",468,"",,151,158,,1,10.1007/978-981-10-1675-2_17,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84984818565&partnerID=40&md5=ac25bf959b454f2c23ed755f61834ceb",Conference Paper,Final,,Scopus,2-s2.0-84984818565
"Rhyn, M., Blohm, I.","57191996523; 36006444300","Combining collective and artificial intelligence: Towards a design theory for decision support in crowdsourcing",2017,"Proceedings of the 25th European Conference on Information Systems, ECIS 2017",,"",,2656,2666,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85058011243&partnerID=40&md5=b0522adb0bc990e51c332f42fb5b37ad",Conference Paper,Final,,Scopus,2-s2.0-85058011243
"Xie, C., Lv, J., Jia, B., Xia, L.","24462568200; 55666951900; 57197832054; 57197824767","Tree factored conditional restricted boltzmann machines for mixed motion style",2017,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",10638 LNCS,"",,484,492,,1,10.1007/978-3-319-70139-4_49,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85035141956&partnerID=40&md5=587f13bcb068f6ff938d0ebe3e149bf7",Conference Paper,Final,,Scopus,2-s2.0-85035141956
"Ali, D.S., Ghoneim, A., Saleh, M.","57202749286; 21742338900; 55216860300","Data clustering method based on mixed similarity measures",2017,"ICORES 2017 - Proceedings of the 6th International Conference on Operations Research and Enterprise Systems",2017-January,"",,192,199,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85049464938&partnerID=40&md5=dd59f03582333f8e8f7983f9ba4ccd59",Conference Paper,Final,,Scopus,2-s2.0-85049464938
"Kulkarni, P.","27169360200","Reinforcement and deep reinforcement machine learning",2017,"Intelligent Systems Reference Library",128,"",,59,83,,1,10.1007/978-3-319-55312-2_4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017000073&partnerID=40&md5=dad6856d1e9c0b39ca3948c55b023a98",Article,Final,,Scopus,2-s2.0-85017000073
"Nagata, T., Matsuzaki, K., Taniguchi, K., Ogawa, Y., Imaizumi, K.","57191053435; 56580468500; 55780910900; 35305946000; 16166278400","Development of facial aging simulation system combined with three-dimensional shape prediction from facial photographs",2017,"Proceedings of SPIE - The International Society for Optical Engineering",10338,"", 1033808,,,,,10.1117/12.2266912,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020306821&partnerID=40&md5=372240d34b863011061bb03aa0e6d610",Conference Paper,Final,,Scopus,2-s2.0-85020306821
"Hu, Y., Gunapati, V.Y., Zhao, P., Gordon, D., Wheeler, N.R., Hossain, M.A., Peshek, T.J., Bruckman, L.S., Zhang, G.-Q., French, R.H.","55695368200; 57192203125; 56522186100; 54583470100; 55907484400; 56799645900; 6507702454; 55453912900; 7405271191; 57203070865","A Nonrelational Data Warehouse for the Analysis of Field and Laboratory Data from Multiple Heterogeneous Photovoltaic Test Sites",2017,"IEEE Journal of Photovoltaics",7,"1", 7763779,230,236,,15,10.1109/JPHOTOV.2016.2626919,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85001032996&partnerID=40&md5=e0fb25c8b850f690d06578b461e626ea",Article,Final,,Scopus,2-s2.0-85001032996
"Bhattacharya, A., Goswami, R.T.","57192379247; 57192382473","DMDAM: Data mining based detection of android malware",2017,"Advances in Intelligent Systems and Computing",458,"",,187,194,,7,10.1007/978-981-10-2035-3_20,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85005943972&partnerID=40&md5=0ccc594a04c9bc1d3ba2f02f5ccfd5ad",Conference Paper,Final,,Scopus,2-s2.0-85005943972
"Vellanki, P., Duong, T., Phung, D., Venkatesh, S.","56462837300; 14015654100; 7003397144; 56204854900","Data mining of intervention for children with autism spectrum disorder",2017,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering, LNICST",181 LNICST,"",,376,383,,,10.1007/978-3-319-49655-9_45,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85009471361&partnerID=40&md5=f1dd206823de90890a53406c35e5824d",Conference Paper,Final,,Scopus,2-s2.0-85009471361
"Bertoni, A., Larsson, T., Larsson, J., Elfsberg, J.","50160930700; 7102916337; 55611757100; 57188699675","Mining data to design value: A demonstrator in early design",2017,"Proceedings of the International Conference on Engineering Design, ICED",7,"DS87-7",,21,29,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029751892&partnerID=40&md5=fd9d75a7cb78e9a7f379ece896d49527",Conference Paper,Final,,Scopus,2-s2.0-85029751892
"Seyeditabari, A., Levens, S., Maestas, C., Shaikh, S., Walsh, J.I., Zadrozny, W., Danis, C., Thompson, O.P.","57195679326; 24178149000; 6505901171; 35209143900; 7404416252; 6603116034; 57200415244; 57200417868","Cross corpus emotion classification using survey data",2017,"Proceedings of AISB Annual Convention 2017",,"",,152,157,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029487054&partnerID=40&md5=b2a674f9b28542386b2dbaba59df0b62",Conference Paper,Final,,Scopus,2-s2.0-85029487054
"Rafeeq, M., Sunil Kumar, C., Subhash Chandra, N.","57203287664; 57192682401; 56440272400","A novel framework for road traffic data management for cloud-based storage",2017,"Advances in Intelligent Systems and Computing",507,"",,85,97,,1,10.1007/978-981-10-2471-9_9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85007352166&partnerID=40&md5=f5327981daecb80d4f26728d4017fb82",Conference Paper,Final,,Scopus,2-s2.0-85007352166
"Earley, S.","26039103100","The Problem with AI",2017,"IT Professional",19,"4", 8012343,63,67,,,10.1109/MITP.2017.3051331,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028714546&partnerID=40&md5=449c46c327ead1b882d8fe20f7907e99",Article,Final,,Scopus,2-s2.0-85028714546
